id_gares;nom_gares;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto
123;Cambronne;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;648847.9144;6861054.9766;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
201;Concorde;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;650269.0473;6863190.0048;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
279;Faidherbe Chaligny;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;654803.4286;6861302.4488;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
693;Porte de Montreuil;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;656846.5807;6861686.6193;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
704;Porte d'Ivry;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653691.6801;6858106.3134;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
717;Quai de la Gare;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;653965.0897;6859848.7241;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
684;Porte de Bagnolet;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;656572.0977;6862892.6803;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
850;Ternes;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;648536.2023;6864445.5141;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
718;Quai de la Rapée;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653465.9193;6860902.359;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
1117;Porte de Vincennes;TRAM 3a;3A;TRAMWAY;0;0;0;TRAM 3A;0;RATP;1;0;656668.9572;6860929.0625;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
1075;Mairie de Villeneuve-la-Garenne;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;651232.1543;6870831.2068;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
1094;Séverine;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;656644.0673;6863216.9519;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
1146;Bretagne;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653552.7706;6852195.7766;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
1102;Porte de Charenton;TRAM 3a;3A;TRAMWAY;0;0;0;0;0;RATP;1;0;655834.2749;6859272.4128;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
1242;Verdun Hoche;TRAM 9;9;TRAMWAY;0;0;0;0;0;KEOLIS;1;0;656111.9171;6852203.9324;
1251;Aimé Césaire;METRO 12;12;METRO;0;0;0;0;0;RATP;1;1;654388.149;6867744.7341;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
1268;Petit-Châtenay;TRAM 10;10;TRAMWAY;0;0;0;0;0;RD Bièvre;1;0;647224.5151;6851622.4709;
79;Bobigny Pablo Picasso;METRO 5;5;METRO;0;0;METRO 5;0;0;RATP;1;0;659623.938;6867515.9439;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
226;Créteil-Université;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;659630.7057;6854566.5406;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
113;Brochant;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650151.8309;6865834.137;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
280;Falguière;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;649937.2765;6860707.7605;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
626;Passy;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;647598.9541;6862171.6349;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
719;Quatre Septembre;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;651309.6735;6863494.7068;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
1008;Les Courtilles;METRO 13;13;METRO;0;0;METRO 13;0;0;RATP;1;1;647552.6733;6870324.1849;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
492;Mairie de Montreuil;METRO 9;9;METRO;0;0;METRO 9;0;0;RATP;1;0;659027.1889;6862618.9315;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
683;Porte d'Auteuil;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;645529.7326;6861136.8658;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
231;Danton;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;656517.3436;6869355.1235;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
461;Les Milons;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;642852.4519;6861371.59;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
990;Poterne des Peupliers;TRAM 3a;3A;TRAMWAY;0;0;0;0;0;RATP;1;0;652343.3985;6858063.596;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
1244;Carle-Darthe;TRAM 9;9;TRAMWAY;0;0;0;0;0;KEOLIS;1;0;656546.3224;6851173.0182;
114;Brunoy;RER D;D;RER;0;0;0;0;0;SNCF;1;0;663693.8776;6844442.4782;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
150;Charenton-Écoles;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;656911.0857;6858141.7767;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
1263;Saint-Germain-en-Laye;TRAM 13;13;TRAMWAY;0;0;0;TRAM 13;0;TRANSKEO;1;0;633671.3788;6867236.802;
88;Bolivar;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;654126.1075;6864698.1965;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2
28;Arts et Métiers;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;652810.0307;6863031.7606;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
49;Barbès-Rochechouart;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;652377.4596;6865061.0935;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
56;Bastille;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;653736.5363;6861673.5487;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
65;Bérault;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;658110.066;6860754.1783;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4
224;Créteil–Préfecture;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;660273.4464;6853459.3559;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
165;Châtelet;METRO 11;11;METRO;0;0;METRO 11;0;0;RATP;1;0;652164.4932;6862152.4575;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94
546;Michel Bizot;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;656130.9689;6859839.9191;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
653;Place d'Italie;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;652733.5032;6859178.3508;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
601;Notre-Dame-des-Champs;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;650739.5063;6860753.4256;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
602;Oberkampf;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653628.5015;6862955.9476;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
736;Richard Lenoir;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653918.3594;6862387.5729;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
722;Ranelagh;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;646444.7925;6861963.8329;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
290;Fort d'Aubervilliers;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;656348.6196;6868493.288;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
72;Bibliothèque François Mitterrand;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;654240.7124;6859052.7664;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5
1091;Parc Pierre Lagravère;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;643188.9794;6868892.7737;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
1113;Porte d'Aubervilliers;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;653741.6915;6866695.5168;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
1148;Porte de Thiais;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653424.1827;6851238.7609;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
1070;Chézy-sur-Marne;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;0;0;726666.398;6876946.2272;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
202;Conflans-Fin-d'Oise;RER A;A;RER;0;0;0;0;0;SNCF;1;1;632228.0;6877109.0;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
127;Censier-Daubenton;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652410.5319;6860215.8558;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
420;La Motte Picquet-Grenelle;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;648531.2392;6861287.7541;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
809;Stalingrad;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653606.9153;6865109.1288;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
759;Saint-Augustin;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;650270.4119;6864041.4896;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
74;Billancourt;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;644022.0556;6859346.0848;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
1093;Adrienne Bolland;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;656621.5514;6863725.9328;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
1157;Coeur d'Orly;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653769.8907;6848359.1046;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
1250;Bagneux - Lucie Aubrac;METRO 4;4;METRO;0;0;METRO 4;0;0;RATP;1;0;649912.797402;6856166.74058;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
1252;Mairie d'Aubervilliers;METRO 12;12;METRO;0;0;METRO 12;0;0;RATP;1;1;654612.5235;6868368.8379;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
3;Ablon;RER C;C;RER;0;0;0;0;0;SNCF;1;0;657304.576;6847424.3178;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
956;Aulnay-sous-Bois;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;1;1;663037.8693;6870364.5512;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d
222;Crécy-la-Chapelle;TRAM 14;14;TRAM;0;0;0;TRAM 14;0;STRETTO;1;1;693083.9625;6862173.2561;
191;Clichy-Levallois;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;1;0;648490.3539;6866632.6918;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
392;La Croix-de-Berny-Fresnes;RER B;B;RER;0;0;0;0;0;RATP;1;0;648856.2342;6851512.9527;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
502;Maisons-Laffitte;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;1;0;637374.9956;6872065.3017;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
551;Mitry-Claye;RER B;B;RER;0;RER B;0;0;0;SNCF;1;1;673822.1592;6875161.2649;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
424;Lardy;RER C;C;RER;0;0;0;0;0;SNCF;1;0;644965.501;6824722.0741;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
968;Les Yvris-Noisy-le-Grand;RER E;E;RER;0;0;0;0;0;SNCF;1;0;669151.4423;6858203.1511;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
316;Gare de Lyon;TRAIN R;R;TRAIN;TRAIN R;0;0;0;0;SNCF;1;1;654028.2602;6860706.1128;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb
344;Havre-Caumartin;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;650675.9317;6863931.0147;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
94;Boucicaut;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;647739.0763;6860351.7536;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
329;George V;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;648695.3653;6863782.5779;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4
370;Jacques Bonsergent;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653156.4609;6863563.8098;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
633;Père Lachaise;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;655088.4964;6862635.2664;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
656;Plaisance;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649651.2929;6859304.2041;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
703;Porte d'Italie;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652985.99;6857874.877;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
715;Pyramides;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;651174.3468;6863062.1512;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
732;République;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;653253.5033;6863252.1655;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
690;Porte de Clignancourt;METRO 4;4;METRO;0;0;METRO 4;0;0;RATP;1;0;651967.2227;6866576.6415;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
739;Riquet;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;654056.345;6865510.53;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
449;Les Coquetiers;TRAM 4;4;TRAMWAY;0;0;0;0;0;SNCF;1;0;663320.918;6865959.5349;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e
465;Libération;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;658849.9147;6867583.3418;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
623;Parc de Saint-Cloud;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;642890.4899;6860623.278;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
1188;Blumenthal;TRAM 8;8;TRAMWAY;0;0;0;0;0;RATP;1;0;651598.6744;6872185.0766;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
1123;Butte Pinson;TRAM 5;5;TRAMWAY;0;0;0;0;0;RATP;1;0;653590.9115;6875037.0244;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
1132;Baudelaire;TRAM 5;5;TRAMWAY;0;0;0;0;0;RATP;1;0;652878.8514;6871542.6008;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
1155;Hélène Boucher;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;652897.0945;6849065.271;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
1184;César;TRAM 8;8;TRAMWAY;0;0;0;0;0;RATP;1;0;651845.0136;6872380.2698;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
1236;Musée MAC VAL;TRAM 9;9;TRAMWAY;0;0;0;0;0;KEOLIS;1;0;654909.0747;6854931.6825;
1248;Orly - Gaston Viens;TRAM 9;9;TRAMWAY;0;0;0;TRAM 9;0;KEOLIS;1;0;656493.5211;6849594.0578;
1191;Rose Bertin;TRAM 8;8;TRAMWAY;0;0;0;0;0;RATP;1;0;649862.3296;6872796.014;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
230;Dammartin-Juilly-Saint-Mard;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;1;1;678005.2801;6881418.3975;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d
1024;Bueil;GL;GL;TRAIN;0;0;0;0;0;SNCF;0;0;585945.3678;6870604.8186;
167;Châtelet;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;652051.9572;6862371.1427;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5
168;Châtelet;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;652073.3598;6862385.311;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
173;Chaussée d'Antin - La Fayette;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;651145.374;6863898.0521;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
770;Saint-Lazare;METRO 13;13;METRO;0;0;0;0;0;RATP;1;1;650526.1561;6864144.3886;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
1277;Hôpital Béclère;TRAM 10;10;TRAMWAY;0;0;0;0;0;RD Bièvre;1;0;645112.7495;6854537.7666;
1856;La Dhuys;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;660796.0644;6864351.8437;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94
57;Pont du Garigliano;RER C;C;RER;0;0;0;0;0;SNCF;1;0;646453.5639;6860140.6142;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
142;Champigny;RER A;A;RER;0;0;0;0;0;RATP;1;0;664035.4268;6856434.9977;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
172;Châtou-Croissy;RER A;A;RER;0;0;0;0;0;RATP;1;0;638100.6669;6865352.6049;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
369;Ivry-sur-Seine;RER C;C;RER;0;0;0;0;0;SNCF;1;0;655329.7373;6857274.321;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
550;Mitry-Claye;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;1;1;673822.1592;6875161.2649;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d
473;Lognes;RER A;A;RER;0;0;0;0;0;RATP;1;0;673078.4315;6859970.1835;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
490;Magenta;RER E;E;RER;0;0;0;0;0;SNCF;1;0;652970.1854;6864719.4497;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
847;Taverny;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;1;0;643124.2154;6880842.6954;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
964;Roissy-en-Brie;RER E;E;RER;0;0;0;0;0;SNCF;1;0;674317.7147;6855120.5286;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
753;Rueil-Malmaison;RER A;A;RER;0;0;0;0;0;RATP;1;0;639326.2579;6865602.3414;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
